conversation_id,split,article_id,customer_query,intent,category,ideal_response,key_action_points,article_url,scraped_at,response_length,has_steps
b2bf54743677,train,article_0263,Introducing extended style rules functionality,general_inquiry,Team Features,"Included in:
Grammarly Pro, Business, and Enterprise plans
Managed by:
Admins, account managers, group managers, and members with designated custom roles
We introduced new style rules features to help you create the most precise and relevant style guide suggestions for your team:
Use the asterisk symbol (*) as a placeholder in the tex
t
Case-sensitive original text
Lowercase replacement text at the start of a sentence
Context awareness
Related materials
Use the asterisk symbol (*) as a placeholder in the text
With this feature, you can use the asterisk symbol (*) as a placeholder for a word in a style rule.
For example, instead of specifying “give me the green light” in the
Original text
field, you can use text with a placeholder: “give * the green light.” The asterisk symbol will replace any word in the original text so that this style rule will cover “give me the green light,” “give us the green light,” “give her the green light,” etc.
To add a placeholder, enter “
*
” in the
Original text
field and click
Use “
*
” as a placeholder in the text
in the dropdown menu that appears or press Enter:
Case-sensitive original text
When creating a style rule, you can mark the text in the
Original text
field as case-sensitive. This way, the rule will only apply to text that matches the capitalization of the original text you specified.
For example, you can create a rule that suggests replacing the acronym “SOAP” with the full definition—“Simple Object Access Protocol.” If you make the original text case-sensitive, the rule will only be applied when the all-caps “SOAP” acronym is typed; it won’t be activated if your team members write the word “soap.”
To create a case-sensitive rule, check the box next to
Original text is case-sensitive
under
Formatting options:
Lowercase replacement text at the start of a sentence
This feature lets you specify that the word or phrase you’d like your team to use should not be capitalized at the beginning of a sentence. This is particularly important for brand names or other proper nouns that require specific capitalization.
For example, you can create a style rule for your team members to always use the spelling “iPhone,” and mark “iPhone” as lowercase at the beginning of a sentence. This way, Grammarly won’t suggest capitalizing “iPhone” when it’s the first word in a sentence.
To use this feature, check the box next to
Replacement text in lowercase at the start of a sentence
under
Formatting options
:
Context awareness
This feature allows you to add context keywords to your style rule. In this case, the rule will only be activated if the sentence contains the keywords you added. This can help you ensure your style guide suggestions are provided to your team members in the most appropriate context.
For example, if you don’t want your team members to use the word “dictionary” when they’re referring to your company style guide, you can add your company name or other relevant words as context keywords for the corresponding style rule. In this case, your team members will see suggestions not to write “I found it in the company dictionary” or “It’s in the AcmeCo dictionary,” but the rule won’t apply if they write “It’s in the dictionary.”
To add context keywords to your style rule, click on
Formatting options
and type the words in the field under
Context awareness
:
Related materials
You can link relevant materials to your style rules as a way of providing your team members with additional context or explanations.
To add a link to your style rule, click on
Related Materials
, insert the link in the
Link
field, and optionally add the
Display name
:
Once you do so, your team members will see a writing suggestion with a clickable hyperlink:
To learn more about the style rules feature, check out this article:
Create style rules",[],https://support.grammarly.com/hc/en-us/articles/27195639866509-Introducing-extended-style-rules-functionality,2025-08-11T20:39:21.106342+00:00,3811,False
267f39c324e1,train,article_0202,Will my text show up as plagiarized if I use Grammarly?,general_inquiry,Common Questions,"No. Text typed on Grammarly is not indexed on the web, so your text will not show up as plagiarized.",[],https://support.grammarly.com/hc/en-us/articles/115000090872-Will-my-text-show-up-as-plagiarized-if-I-use-Grammarly,2025-08-11T20:36:53.402688+00:00,100,False
5a4e6626ff15,train,article_0303,How does Grammarly work?,general_inquiry,Common Questions,"There’s more to good writing than grammar and spelling.
Grammarly’s product ensures that everything you type is not only accurate in spelling, punctuation, and grammar but also clear, compelling, and easy to read. Our suggestions help identify and replace complicated sentences with more straightforward ones, refresh repetitive language, and strengthen your writing, so it says what you really mean.
Grammarly’s algorithms flag potential issues in the text and make context-specific suggestions to help with grammar, spelling and usage, wordiness, style, punctuation, tone, and even plagiarism. Our suggestions explain the reasoning behind each proposed change so you can make an informed decision about whether—and how—to alter this aspect of your writing. Grammarly is also easy to use: Install
Grammarly for Windows
or
Grammarly for Mac
, and get writing suggestions across a wide array of desktop apps and websites. This includes:
Microsoft Office suite (Word and Outlook).
Hundreds of desktop native apps including Slack and Apple Mail.
All of your favorite web apps (Gmail, Confluence, Jira, Salesforce, Sheets, Hubspot).
Note:
Grammarly for Windows and Mac supports Windows 10 and newer and all macOS versions starting from Catalina (10.15). It will not run on older macOS versions.
You can also copy and paste your writing into the
Grammarly Editor
online
.
On mobile devices, you can install:
Grammarly for iPhone
, which offers the option to access the Grammarly iPhone Editor on your mobile device and check your writing using the Grammarly Keyboard and the Grammarly browser extension for Safari.
Grammarly for iPad
, which allows you to access the Grammarly Editor directly from your iPad.
Grammarly for Android
, which helps ensure everything you write on mobile is mistake-free.
For those who are looking for more ways to learn Grammar, we offer the following resources:
Grammarly Handbook
- an online guide explaining English grammar and style.
Grammarly Blog
- offers daily tips, fun commentary, and valuable insights from the wonderful world of writing and grammar.
Grammarly's Facebook community
and
Twitter account
, both of which provide fans with fun grammar tips and discussions.","[""- an online guide explaining English grammar and style."", ""- offers daily tips, fun commentary, and valuable insights from the wonderful world of writing and grammar.""]",https://support.grammarly.com/hc/en-us/articles/115000090871-How-does-Grammarly-work,2025-08-11T20:40:57.281873+00:00,2203,True
14fb7ee449f2,train,article_0199,Can I use screen readers with the Grammarly browser extension?,general_inquiry,Grammarly Browser Extension,"The Grammarly browser extension is designed to be compatible with the following assistive technologies:
Firefox with NVDA on Windows
Chrome with JAWS on Windows
Safari with VoiceOver on macOS
Note:
For a better experience with your screen reader, we suggest that you use keyboard navigation. To learn more, visit
Can I use my keyboard to navigate the Grammarly browser extension?
The focus remains on the Grammarly assistant until you dismiss it with the
Esc
key or close the assistant with the close button.",[],https://support.grammarly.com/hc/en-us/articles/34666141058573-Can-I-use-screen-readers-with-the-Grammarly-browser-extension,2025-08-11T20:36:46.425748+00:00,508,False
77a00011966e,train,article_0443,Error: We can't start this add-in because it isn't set up properly,setup_guide,Grammarly for Microsoft Word on Mac,"If you see this error message, Office 365 products you’re using might be managed by your organization. Some organizations may block downloads of new add-ins from the Office Store to prevent their users from downloading add-ins that have not been approved by the organization:
To resolve this issue, please contact your Office 365 administrator to ensure that you have permission to install Office Add-ins.
If Grammarly for Microsoft Word on Mac doesn’t work after trying these steps, we suggest switching to
Grammarly for Mac
. This product offering also supports integration with Microsoft Word and Outlook. To find out more, check out
this article
.
Alternatively, you can give
the Grammarly Editor
a try. For more information about the Grammarly Editor, visit
this page
.",[],https://support.grammarly.com/hc/en-us/articles/4409703457549-Error-We-can-t-start-this-add-in-because-it-isn-t-set-up-properly,2025-08-11T20:46:35.379611+00:00,774,False
357f2cb372e8,train,article_0087,I need to change my email address,bug_report,Update Your Account,"The email address you use when signing up for Grammarly is where we’ll send important emails like password resets, so we encourage you to keep it up to date.
You can change the email associated with your Grammarly account by following these steps:
Go to your
Profile
page
and c
lick
Update
next to
Email
.
If prompted, enter the verification code sent to your email address. If you cannot access your email inbox, please refer to this article:
I can't access my email address to verify my account
In the window that appears next, enter your new email address and click
Update
. If your new email address is associated with an existing account, it is required to delete the other account first. For more information, please see this article:
Changing your email to an email that already exists
Click the link in the confirmation email sent to your new email address to confirm the change.
Note:
If you registered using Google, Facebook, or Apple, you must set a password for your account to enable the email change option. To do that, follow the steps from this article:
How do I set a password if I registered using Google, Facebook, or Apple?
If you are a member of an organizational subscription, your account needs to be temporarily removed from the subscription to unlock the email change option, and then invited back using the new email address. Please contact your account administrator for further assistance. Their contact information is available on the
Subscription
page.
I haven’t received a confirmation email
You should receive a confirmation email from Grammarly shortly after you update your email address. If you’re not receiving it, try the following:
Check your spam or junk folder and any other tabs in your new email inbox.
Open your Grammarly account settings and check for typos in the new email address. If the address is incorrect, you can change it by following the steps above.
Add the following email addresses to your email contact list and try updating your email address again:
hello@info.grammarly.com
hello@mail.grammarly.com
hello@notification.grammarly.com
Important!
We recommend setting up a recovery email for your account in case you ever lose access to your email address. To do that, follow the steps from this article:
Setting up and using a recovery email for your Grammarly account
Related articles
Changing your email to an email that already exists
How do I set a password if I registered using Google, Facebook, or Apple?
I can't access my email address to verify my account
Setting up and using a recovery email for your Grammarly account","[""Go to your"", ""Click the link in the confirmation email sent to your new email address to confirm the change.""]",https://support.grammarly.com/hc/en-us/articles/115000089932-I-need-to-change-my-email-address,2025-08-11T20:32:25.764330+00:00,2586,True
3122c79df65e,train,article_0116,How does Grammarly for Microsoft Office work?,general_inquiry,Grammarly for Microsoft Office,"Important:
Grammarly for Microsoft Office will no longer be updated. We suggest switching to
Grammarly for Windows
or
Grammarly for Mac
, which supports integration with multiple applications and websites, including Microsoft Office apps. Alternatively, we encourage you to give
the Grammarly Editor
a try.
If you prefer to continue using Grammarly for Microsoft Office on your Windows computer, this article is a useful source of information about the following topics:
Opening Grammarly
Checking text
Deactivating certain check types
Checking your document for plagiarism
Adjusting goals
Changing default settings
Opening Grammarly
Once you’ve added Grammarly to Microsoft Word or Outlook, click
Open Grammarly
in the
Home
tab or use the button in your new Grammarly tab, and the Grammarly sidebar will appear:
When you start typing or checking your text, Grammarly will show suggestions in that sidebar.
Once you open Grammarly, you’ll also see a Grammarly tab where you can select goals for your document, specify which categories of suggestions you want to run on your document, turn the plagiarism check on or off, manage your deactivated suggestions, and adjust your settings.
Checking text
Grammarly’s suggestions will appear as underlines in your text and as suggestion cards in the Grammarly sidebar on the right.
If you click the underlined word, a corresponding card will be expanded in the sidebar. The card allows you to accept, ignore, and learn more about a suggestion:
Accept suggestion
: Click on a suggestion to apply the change in the text. To revert a recently applied suggestion, click
Undo
.
Ignore suggestion
: Dismiss the suggestion and remove it from the list of suggestion cards.
Learn more
: Get a detailed explanation of the highlighted writing issue, and learn how you can improve your future writing.
Grammarly also provides an option to specify which types of suggestions to provide for your document. Grammarly’s four categories of suggestions — clarity, correctness, engagement, and delivery — are all turned on by default. However, if you prefer to switch on only correctness, clarity, delivery, or engagement, click on the corresponding button in the Grammarly tab. To see all suggestions for your document, click
All Issues
.
Note:
If you are a Grammarly for Business user, you can also take advantage of
style guide
suggestions in Microsoft Word or Outlook.
If you use Grammarly in Microsoft Outlook, you can use our tone detector to check the tone of your writing. For more details, check
this article
.
Deactivating specific types of suggestions
Certain types of suggestions, such as Oxford comma and passive voice suggestions, can be turned off.
If you see a suggestion that is not helpful, hover over the trash bin icon in the upper right corner of the suggestion card. If it’s a suggestion that can be deactivated, you’ll see an option that says
Turn off suggestions like this
:
After you deactivate a suggestion, you can turn it back on by clicking
Deactivated Suggestions
in the Grammarly tab:
Note:
This feature is available only to Grammarly Premium users. If the
Deactivated suggestions
button is grayed out, you haven’t deactivated anything yet. If you’d like to learn more about this feature, check
this article
.
Checking your document for plagiarism
The plagiarism checker is available only to our paid users and is deactivated by default. To check your text for plagiarism, click the
Plagiarism
button in the Grammarly tab:
Tip:
We suggest activating the plagiarism checker on your document after you have finished writing it.
Adjusting goals
You can set your preferred goals to receive more tailored writing feedback from Grammarly. To adjust your settings, click the
Adjust Goals
button in the Grammarly tab:
In the pop-up window, select your desired audience, formality level, and
domain (type)
for your text.
Note:
The
Domain
setting is not available in Grammarly for Microsoft Office in Outlook.
Changing default settings
Click
Settings
to access your Grammarly settings within Word or Outlook. You can:
View your account information and access your profile settings
Access and manage your
personal dictionary
Update your
language preference
Automatically open Grammarly for every new document you create
Turn background checking on or off
You can also see your version of Grammarly for Microsoft Office or check for updates by clicking
About
in the Grammarly tab:
Lastly, you can find a link to our support pages, activate the diagnostics mode, and set up your proxy settings by clicking
Support
:","[""Click""]",https://support.grammarly.com/hc/en-us/articles/115000091672-How-does-Grammarly-for-Microsoft-Office-work,2025-08-11T20:33:32.696557+00:00,4556,True
c5cb4dfe4299,train,article_0397,Grammarly for iPad user guide,general_inquiry,Grammarly for iPad,"Grammarly for iPad
allows you to access the Grammarly Editor and use
the Grammarly Keyboard
on your iPad through one app.
Before you
download
and install Grammarly for iPad, you’ll need to make sure that the app is compatible with your tablet. We support iPads running iOS 14 or newer.
If you use iOS 15 or newer, you’ll also have the option to enable the Grammarly browser extension for Safari on your iPad. For more information about this, check out
this article
.
This article covers:
Switching between the keyboard and the editor
Creating new documents
Checking text
Deactivating certain suggestion types
Formatting text
Viewing synonyms
Adjusting goals and document type
Downloading a document
Document statistics
Plagiarism checker
Adding scanned text
Weekly Insights
Managing your account settings
Switching between the keyboard and the editor
To start using Grammarly on your iPad, open the Grammarly application you installed on your device.
To access the Grammarly Editor, tap
My Grammarly
. Here you can create new documents and edit existing ones.
If you’d like to set up your keyboard, tap
Keyboard
at the bottom of the screen. Then, open any other app on your iPad and tap a text field to start typing with the Grammarly Keyboard.
Note:
To learn more about managing your keyboard settings, check
this article
. If you don’t see a green Grammarly logo in the top left corner of your keyboard after following the instructions, tap the globe icon.
Creating new documents
To create a new document in the Grammarly iPad Editor, you have two options—
Write
or
Import
:
Write
Tap the
Write
option in the Grammarly iPad Editor app.
A blank document will open, where you can begin typing your text.
Alternatively, you can copy text from a different app and paste it into a blank document to get started.
Import
Tap the
Import
option in the Grammarly iPad Editor app. This will prompt you to select a document from your files.
Navigate through your files to locate and select the document you want to import.
Once you've selected the document, it will be loaded into the Grammarly Editor, allowing you to review and make any necessary changes
Currently, the Grammarly iPad Editor supports the following file formats: PDF, Microsoft Word (DOC, DOCX), OpenOffice (ODT), TXT, RTF, Markdown (MD), TextPack and TextBundle, OPML, and many other formats from different iOS apps.
If you would like to see other file formats supported, please see our
Feature Request
section to record your feedback.
Tip:
You can use the quick actions menu to create a new document by tapping and holding the Grammarly icon on your Home Screen and selecting
New Document:
Checking text
Once you create a document and start typing, Grammarly will automatically check your text. While your document is being checked, the
Overall
score icon spins in a circle to indicate that checking is in progress. You can keep typing, and Grammarly will continue checking.
When Grammarly detects a writing issue in your text, you’ll see a red, blue, green, or purple underline. Tap on any underlined word or phrase to see Grammarly’s suggestion. These suggestions will also be available in the sidebar on the right:
To accept a suggestion
, tap
Accept
.
If you’d like to ignore a suggestion
, tap
Dismiss
.
To see a detailed explanation about a specific suggestion, tap
More
(the three dots icon) in the upper-right corner of the suggestion card and select
Show details
:
If a suggestion is incorrect
or you’d like to report it for any reason, tap the three dots and choose your preferred option to proceed.
If you’d like Grammarly to stop flagging a particular spelling as incorrect, you can add the word to your personal dictionary by clicking the
Add to dictionary
button:
Deactivating certain suggestion types
Note:
This feature is available only to Grammarly Pro, Grammarly Premium, Grammarly for Business, and Grammarly for Education users.
Certain types of suggestions, such as Oxford comma and passive voice alerts, can be turned off:
Formatting text
Grammarly for iPad offers the following formatting options:
Bold, italic, and underlined text
Numbered lists and bullet points
H1 and H2 headers
Hyperlinks
Clear Formatting
To format your text, tap and hold on a word, select the needed text, and press one or several formatting options at the bottom of the screen:
Viewing synonyms
At this time, you can view synonyms if the Grammarly Keyboard is enabled when you are writing in the Grammarly Editor. You can learn more about setting up the Grammarly Keyboard
here
.
Once you have enabled the Grammarly Keyboard, simply tap on a word in the text and choose a synonym in the completions bar of the keyboard.
Note:
The Grammarly Keyboard does not provide suggestions in the Grammarly iPad Editor. To view and accept suggestions, use the sidebar.
Adjusting goals and document type
If you want to achieve a specific goal with your text, tap
Goals
and select your preferred goals in the menu indicated below:
Note:
The option to select the domain is available only to users of our paid subscription plans.
To learn more about domains and goals, check
this article
.
Downloading a document
Once you’ve finished editing, you can either copy the text and paste it to another app or export the document.
To export your document, tap the
Export
icon in the upper right corner of the screen and select your preferred option of exporting it:
Note:
You can export your document in the following formats: plain text (.txt), rich text (.rtf), Microsoft Word (.docx), PDF (.pdf), markdown (.md), and HTML (.html). If there are other file formats that you would like to export your document in, please see our
Feature Request
section to record your feedback.
Document statistics
You can view your document statistics by tapping
Overall score
. This section offers a lot of useful information about your text, including word count and the number of characters it contains:
Plagiarism checker
If you have a paid subscription, you can check your document for plagiarism. To do that, tap the
Plagiarism
button in the panel at the top of your screen:
Adding scanned text
You can add scanned text by tapping the
Scan
button in the panel at the top of your screen:
Weekly Insights
Grammarly’s Weekly Insights are now available directly in Grammarly for iPad. To check your statistics, open the Grammarly application, and tap
Insights
at the bottom of your screen.
You can share your weekly stats with your friends or family by tapping the
Share Insights
button at the top of the screen and then selecting one of the available options.
The information in the
Insights
section will be automatically updated every Monday to show your writing statistics from the previous week. To learn more about Grammarly Insights, visit
this page
.
Managing your account settings
To access your account settings, tap
Account
at the bottom of your screen:
Here you can:
Update your
language preference
Manage your
personal dictionary
Check your subscription
Contact Grammarly’s Support Team for any assistance
If you’d like to manage your Grammarly Keyboard settings, please check
this article
for more information.","[""Tap the"", ""Tap the""]",https://support.grammarly.com/hc/en-us/articles/360044592352-Grammarly-for-iPad-user-guide,2025-08-11T20:44:45.081608+00:00,7144,True
3788b637fb2a,train,article_0060,"Error: ""Grammarly Assistant is not enabled right now""",setup_guide,Grammarly for Android,"If you keep seeing the prompt to activate Grammarly for Android or the notification that Grammarly Assistant is not enabled, it might be because you are still using the Grammarly Keyboard for Android.
We’re discontinuing the Grammarly Keyboard for Android soon. It will be replaced by Grammarly for Android, our new product offering. Grammarly for Android integrates with any keyboard on your Android device and includes our generative AI assistance.
You can learn more about the transition by visiting
this page
. To learn more about Grammarly for Android, visit this page:
Grammarly for Android user guide
.
To resolve this, please switch to a different keyboard.
Once Grammarly for Android is on, you will see the floating Grammarly widget when you start typing.",[],https://support.grammarly.com/hc/en-us/articles/25028519116429-Error-Grammarly-Assistant-is-not-enabled-right-now,2025-08-11T20:31:23.137076+00:00,765,False
e8d95ace2d8c,train,article_0258,How can I promote Grammarly?,general_inquiry,Grammarly's Affiliate Program,"Upon acceptance into the program, we will provide you with a variety of affiliate links and banners. You can also use emails and newsletters to promote Grammarly.
When placing our links and/or banners, please make sure you visibly add them to pages with useful and relevant content, and that they are not located alongside a large number of other banners.
Please note that you may not offer the consumer any incentive or reward for interacting with or joining Grammarly.
Also, you may not bid on the trademarks “Grammarly” or “Grammarly.com,” or any variations thereof, including misspellings. You may not use those trademarked names in meta tags or domain names or link directly to our site from PPC ads.
Furthermore, we prohibit bidding on the following brand and non-brand keywords:
gramarly, www.essayrater.com, www.grammarly.com, essayrater.com, grammarly.com, essay rater, grammarly, sentenceworks, essayrater, gramarly.com, plagiarism checker, grammar check, plagiarism check, free plagiarism checker, plagiarism, grammar checker, grammar, plagiarism checker free, grammar check free, proofreading.",[],https://support.grammarly.com/hc/en-us/articles/360037426451-How-can-I-promote-Grammarly,2025-08-11T20:39:08.790346+00:00,1105,False
eeb87850aceb,train,article_0293,Download Grammarly’s W-9 form,general_inquiry,How to Upgrade,You can download our W-9 form by clicking this link:,[],https://support.grammarly.com/hc/en-us/articles/360052041851-Download-Grammarly-s-W-9-form,2025-08-11T20:40:32.877099+00:00,52,False
37233c03b767,train,article_0214,Commissions and remittance options,general_inquiry,Grammarly's Affiliate Program,"Our unique commission structure gives you the chance to earn twice: $0.20 per free (no payment info required!)
account sign-up and $20 per upgrade.
Each link on your site has a unique tracking code. When a customer clicks through from your site to
grammarly.com
and creates a free Grammarly account or upgrades to Grammarly Pro, we record that conversion and attribute it to your account.
You can view your conversions and current earnings at any time in the Reports section.
Grammarly’s Affiliate Program offers three payment types – check (US Residents only), bank wire, or direct deposit. Please note, non-US payments are available by bank wire only in USD. Please ensure your bank account accepts USD if you are outside the US. Grammarly does not make payments via PayPal.",[],https://support.grammarly.com/hc/en-us/articles/360037054452-Commissions-and-remittance-options,2025-08-11T20:37:21.566209+00:00,776,False
64a33a592112,train,article_0465,Can I use screen readers with the Grammarly Editor?,general_inquiry,Grammarly Editor (classic),"Our team is working on making
the Grammarly Editor
fully compatible with popular assistive software, such as JAWS and NVDA (for Windows) and VoiceOver (for macOS).
We still have some tweaks to make, but you can try using your preferred assistive software with the Grammarly Editor at
https://app.grammarly.com
.
Note:
For a better experience with a screen reader of your choice, we suggest using
our keyboard navigation as well. You can learn more
here
.
We’d also appreciate your feedback on how Grammarly works with assistive software. If you have any comments or suggestions, click
Menu
(
) in the upper-left corner of the document and select
Send Product Feedback.",[],https://support.grammarly.com/hc/en-us/articles/10725131673357-Can-I-use-screen-readers-with-the-Grammarly-Editor,2025-08-11T20:47:27.420514+00:00,668,False
bcd0ec601b6c,train,article_0271,I can't access my email address to verify my account,general_inquiry,Sign-in Help,"For your security, we require all users to verify their accounts before making changes to their account information. We do this by sending a verification code to your email address. However, if you mistyped your email address when creating your Grammarly account, or you no longer have access to your email address, you won’t be able to receive our verification codes.
To help us verify your account, please
submit a support request
. You’ll be asked to provide Grammarly’s reference number on your bank statement, which should look similar to COQWE23ZA, CO*QWE23ZA, or QWE23ZA. Alternatively, you can provide the following details:
first six digits of the
credit card you used for Grammarly
last four digits of the credit card you used for Grammarly
card network type (e.g., VISA)
credit card expiration date (month/year)
the charge date
the charge amount
if you paid with PayPal, your PayPal email address and transaction ID
If you paid via the App Store or Google Play Store, a receipt of your payment
Note:
For security reasons, please don’t provide all 16 digits of your credit card or attach photos of your credit card to support tickets. We just require the details mentioned above to verify the ownership of your account.
Grammarly Pro users
If you no longer have access to the email address associated with your paid account and don't remember your password, please
submit a support request
so that we can assist you further.
Important!
We recommend setting up a recovery email for your account in case you ever lose access to your email address. To do that, follow the steps from this article:
Setting up and using a recovery email for your Grammarly account
.",[],https://support.grammarly.com/hc/en-us/articles/360028308911-I-can-t-access-my-email-address-to-verify-my-account,2025-08-11T20:39:40.333374+00:00,1670,False
ed40fbd528a3,train,article_0054,How can I keep my Grammarly account secure?,general_inquiry,Fraud FAQ,"We know you care about the security of your Grammarly account. So do we. To that end, here are our recommendations for keeping your account and personal information safe.
Use a strong password and ensure it is unique to Grammarly
Your password is a key piece of information that keeps your account safe. To help ensure your account stays safe and secure, we recommend using a password that:
Is unique to your Grammarly account and hasn’t been used on other services.
Has at least 8 characters in it, the longer the better! A phrase made up of multiple words can be a secure choice.
Is not a word in the dictionary, a name, or other personal information like a birthday, address, or anniversary.
Doesn’t contain memorable keyboard paths like “1234abcd” or “qwerty123” and doesn’t use repetitive characters such as “aaa” or “zzz.”
Isn’t known to be commonly used on other websites or been previously
exposed in a data breach
.
Does not contain common substitutions such as “$” for “s” and “8” for “B.”
We recommend you keep your password in a safe place. Password management software, also known as a password manager, can help you generate and manage strong passwords across multiple sites to make your accounts safer. We recommend the use of a password manager to help keep your online accounts safe.
Monitor the devices that have access to your account
With a Grammarly account, you can receive writing suggestions across different browsers, phones, and computers.
On
Your devices
page, you can check which devices currently have access to your account to make sure no one else is using it. We suggest you periodically check that only devices you are continuing to use have access to your Grammarly account.
If you see any devices that you don’t recognize, please refer to this article:
What should I do if I suspect that my account was hacked?
Set up two-step verification
Two-step verification, sometimes known as two-factor authentication or 2FA, is an additional security measure to help protect your account. If you activate two-step verification, you’ll be asked to provide a six-digit code in addition to your password.
Navigate to the
Two-step verification
page.
Click
Turn On
. You may be asked to verify your account again by entering your password and a 6-digit code sent to your email address.
Select which second factor you would like to use.
If you’d like to use a third-party authenticator app:
Scan the barcode using your preferred third-party authenticator app.
Click
Next
.
Enter the verification code from within your authenticator app.
Click
Verify
to activate two-step verification.
If you’d like to use text messages:
Enter a valid phone number that can receive text messages.
Click
Send Code
.
Enter the verification code you received via text message.
Click
Turn On
to activate two-step verification.
Click
Done
.
Important:
Save the backup codes you’ll receive in the next pop-up in a safe place. If you lose access to your phone or authenticator app, a backup code is the only way you’ll be able to sign in to Grammarly on new devices. You can print them and put them in a safe or store them in a secure file vault.
Be aware of possible phishing attempts
Phishing is an attempt to acquire your personal information by pretending to represent a website or company you trust online.
Phishers will go to great lengths to try to hijack your account or steal your personal information. They may create fake websites that look like Grammarly or send official-looking (but fake) emails asking you for personal information.
Grammarly will never ask for any personal information in an email. This includes:
Payment information (full credit card number, direct debit account, PIN, etc.).
Social security number or tax identification number.
Your account password.
Be careful if you receive an email message asking you for this or any other personal information. If you’re unsure about a link in an email,
you can always hover over the link to see where it goes (you’ll see the real, linked web address at the bottom of most browsers).
Additionally, you should pay close attention to where the email came from. Here’s the full list of domains Grammarly can use to contact you:
@grammarly.com
@bounce.send.grammarly.com
@send.grammarly.com
@security.grammarly.com
@em.grammarly.com
@info.grammarly.com
@mail.grammarly.com
@grammarly.zendesk.com
@notifications.grammarly.com
@notification.grammarly.com
If you’re still not 100% sure that the website you’re on is the real Grammarly site, you can always type
www.grammarly.com
directly into your web browser.
Finally, if you get an email that looks like a phishing attempt, please let us know by forwarding it to support@grammarly.com. Be sure to include the full header of the email. To learn how you can check the full header of an email you received, see this article by Google:
Trace an email with its full header
Keep your devices safe
In order to receive the best possible Grammarly experience, it’s important to keep your devices free of malware and viruses. Signs that your device may be infected include:
Unusually slow or sluggish computer performance.
Pop-up windows or advertisements.
Unexpected reboots, crashes, or freezes.
If you think your device might be infected, you can use the anti-malware, anti-adware, or anti-virus software recommended by your computer manufacturer or a trusted IT professional.
Keep in mind that malware can evolve, and other malicious programs can cause similar problems. Whichever program you choose to use, be sure to keep it updated with the latest software release.
Respond to security-related alerts
If we detect activity on your account, such as a sign-in from a new device, we may notify you of the event via email. If you did not perform the activity, we advise you to immediately follow the instructions in the notification to secure your account, starting with resetting your password. Please note that the location listed in the notification is an approximate location based on the IP address used to access Grammarly, and it may be different from your physical location.
If we detect suspicious activity on your account, we may lock your account and require you to reset your password. This will ensure your account remains secure and only the rightful owner, with access to the registered email address associated with the account, will be able to securely recover it.
Report security flaws to us
If you believe you’ve found a security vulnerability on the Grammarly website or app, we strongly encourage you to inform us as quickly as possible by submitting a report to Grammarly on
HackerOne
or by sending an email to security@grammarly.com. We ask that you please contact us prior to disclosing the vulnerability publicly to ensure our users are kept safe. We appreciate your assistance, and we will review all reports and do our best to address the issue promptly.","[""Click"", ""Click"", ""Click"", ""Click"", ""Click"", ""Click""]",https://support.grammarly.com/hc/en-us/articles/115000090212-How-can-I-keep-my-Grammarly-account-secure,2025-08-11T20:31:08.487756+00:00,6887,True
218b9820cea0,train,article_0449,Grammarly for Nonprofits and NGOs has been discontinued,general_inquiry,Grammarly for Nonprofits and NGOs,"Grammarly for Nonprofits and NGOs, an initiative that offered free access to key Grammarly Business features to qualifying nonprofits and NGOs, ended on May 1, 2024.
We started this initiative four years ago as a temporary response to the global pandemic, as a way to support the sector’s critical work during an especially challenging time, and we’re proud to have been able to do this.
We believe this program has met its goal of supporting nonprofits and NGOs through the crisis, so we have discontinued it on May 1, 2024.
If your organization has been using Grammarly for Nonprofits and NGOs, your subscription has been deactivated, and your organization’s accounts converted to Grammarly Free.
You can continue using Grammarly Free, which includes free access to critical grammar and spelling suggestions, our tone detector, generative AI, and correctness and clarity writing dimensions in the Grammarly Editor. You can also review your writing statistics and track your progress through our weekly progress report emails.",[],https://support.grammarly.com/hc/en-us/articles/23933968316557-Grammarly-for-Nonprofits-and-NGOs-has-been-discontinued,2025-08-11T20:46:49.533840+00:00,1027,False
