chunk_id,title,category,text_preview
https://support.grammarly.com/hc/en-us/articles/115003339991-What-Apple-s-full-access-warning-actually-means#121,What Apple's full access warning actually means,Privacy and Security,"Title: What Apple's full access warning actually means
Category: Privacy and Security

Anytime you allow a keyboard to have full access, Apple displays a warning that says the keyboard can transmit cr..."
https://support.grammarly.com/hc/en-us/articles/115000089951-I-need-to-change-my-password#122,I need to change my password,Update Your Account,"Title: I need to change my password
Category: Update Your Account

Change your Password
If you know your current password, follow these steps to change it:
Log in to your account at
grammarly.com
and ..."
https://support.grammarly.com/hc/en-us/articles/22594543393805-How-to-use-drafts-in-Grammarly-for-Android#123,How to use drafts in Grammarly for Android,Grammarly for Android,"Title: How to use drafts in Grammarly for Android
Category: Grammarly for Android

Acting as a digital notepad, drafts are designed to empower users to effortlessly compose, edit, and revise text with..."
https://support.grammarly.com/hc/en-us/articles/4408003986573-Will-I-see-advanced-suggestions-when-using-the-Samsung-Keyboard#124,Will I see advanced suggestions when using the Samsung Keyboard?,Grammarly for Samsung Keyboard,"Title: Will I see advanced suggestions when using the Samsung Keyboard?
Category: Grammarly for Samsung Keyboard

Note:
Grammarly for Samsung Keyboard is available only on select devices running One U..."
https://support.grammarly.com/hc/en-us/articles/360045034891-Can-I-use-Grammarly-for-iPad-with-a-hardware-keyboard#125,Can I use Grammarly for iPad with a hardware keyboard?,Grammarly for iPad,"Title: Can I use Grammarly for iPad with a hardware keyboard?
Category: Grammarly for iPad

Grammarly for iPad
is compatible with hardware keyboards.
If you use the Grammarly Keyboard on your iPad, yo..."
https://support.grammarly.com/hc/en-us/articles/31826911408653-Why-was-I-charged-for-additional-seats#126,Why was I charged for additional seats?,Manage Payments,"Title: Why was I charged for additional seats?
Category: Manage Payments

Grammarly Pro subscription rates are listed per member. If you invite more members to a Grammarly Pro plan, extra seats will i..."
https://support.grammarly.com/hc/en-us/articles/360051598552-Set-up-SSO-with-Google#127,Set up SSO with Google,SAML Single Sign-On,"Title: Set up SSO with Google
Category: SAML Single Sign-On

Requirements
- Google super administrator account with permissions to manage SAML
-
Grammarly Business
, Grammarly Pro, or a
Grammarly for ..."
https://support.grammarly.com/hc/en-us/articles/360056546371-Grammarly-logs-me-out#128,Grammarly logs me out,Grammarly Browser Extension,"Title: Grammarly logs me out
Category: Grammarly Browser Extension

Grammarly keeps you logged in to your account until you click the
Log out
button or clear your browser’s cache and cookies. If you’r..."
https://support.grammarly.com/hc/en-us/articles/360041042212-Error-Error-loading-add-ins#129,Error: Error loading add-ins,Grammarly for Microsoft Word on Mac,"Title: Error: Error loading add-ins
Category: Grammarly for Microsoft Word on Mac

If you see this error message in Microsoft Word on Mac, please follow the steps below to troubleshoot the issue:
Sign..."
https://support.grammarly.com/hc/en-us/articles/360036559831-Error-We-weren-t-able-to-find-a-supported-Microsoft-Office-product-on-your-computer#130,Error: We weren't able to find a supported Microsoft Office product on your computer,Grammarly for Microsoft Office,"Title: Error: We weren't able to find a supported Microsoft Office product on your computer
Category: Grammarly for Microsoft Office

If you see this error message when trying to install Grammarly for..."
https://support.grammarly.com/hc/en-us/articles/9527130695309-Why-was-I-charged-during-a-free-trial#131,Why was I charged during a free trial?,Resolve Issues,"Title: Why was I charged during a free trial?
Category: Resolve Issues

If you signed up for a seven-day free trial of a paid Grammarly plan, you will not be charged before your free trial ends.
If yo..."
https://support.grammarly.com/hc/en-us/articles/4412837103117-How-to-deactivate-suggestions-in-Grammarly-for-Windows-or-Grammarly-for-Mac#132,How to deactivate suggestions in Grammarly for Windows or Grammarly for Mac,Grammarly for Windows and Mac,"Title: How to deactivate suggestions in Grammarly for Windows or Grammarly for Mac
Category: Grammarly for Windows and Mac

When you see a suggestion that’s unhelpful, you can click
Dismiss
to ignore ..."
https://support.grammarly.com/hc/en-us/articles/31543373220621-Analytics-API#133,Analytics API,Grammarly API,"Title: Analytics API
Category: Grammarly API

Included in:
Grammarly Enterprise and Grammarly for Education plans
The Analytics API offers organizations a programmatic way to obtain Grammarly usage da..."
https://support.grammarly.com/hc/en-us/articles/33238912780045-Android-Go-devices-are-no-longer-supported#134,Android Go devices are no longer supported,Grammarly for Android,"Title: Android Go devices are no longer supported
Category: Grammarly for Android

Mobile devices running Android Go are no longer supported due to the limitations of this operating system.
If you are..."
https://support.grammarly.com/hc/en-us/articles/360054000712-We-no-longer-accept-applications-for-Grammarly-for-Nonprofits-and-NGOs#135,We no longer accept applications for Grammarly for Nonprofits and NGOs,Grammarly for Nonprofits and NGOs,"Title: We no longer accept applications for Grammarly for Nonprofits and NGOs
Category: Grammarly for Nonprofits and NGOs

Grammarly for Nonprofits and NGOs, an initiative that offered free access to ..."
https://support.grammarly.com/hc/en-us/articles/13830705037965-Does-Grammarly-offer-generative-AI-assistance#136,Does Grammarly offer generative AI assistance?,Generative AI assistance,"Title: Does Grammarly offer generative AI assistance?
Category: Generative AI assistance

Yes, Grammarly offers a variety of AI-powered features that go beyond revision and expand our communication as..."
https://support.grammarly.com/hc/en-us/articles/115000090891-Who-uses-Grammarly#137,Who uses Grammarly?,Common Questions,"Title: Who uses Grammarly?
Category: Common Questions

Millions of writers worldwide trust Grammarly’s product offerings. Grammarly helps students achieve academic goals and improve their writing in e..."
https://support.grammarly.com/hc/en-us/articles/29727043766413-People-who-I-did-not-invite-joined-my-Grammarly-team#138,People who I did not invite joined my Grammarly team,Resolve Issues,"Title: People who I did not invite joined my Grammarly team
Category: Resolve Issues

This can happen if your invite settings are configured to allow anyone with your corporate domain to discover your..."
https://support.grammarly.com/hc/en-us/articles/19489029001869-How-to-automatically-join-or-send-a-request-to-join-a-team-plan#139,How to automatically join or send a request to join a team plan,Manage Members & Permissions,"Title: How to automatically join or send a request to join a team plan
Category: Manage Members & Permissions

Included in:
Grammarly Pro and Business plans with an organizational domain and not using..."
https://support.grammarly.com/hc/en-us/articles/360052374532-Error-System-InvalidOperationException#140,Error: System.InvalidOperationException,Grammarly for Microsoft Office,"Title: Error: System.InvalidOperationException
Category: Grammarly for Microsoft Office

Follow these steps to resolve the issue:
Uninstall your current version of the Grammarly add-in via
Control Pan..."
https://support.grammarly.com/hc/en-us/articles/4412835925389-How-do-I-install-Grammarly-for-Windows-or-Grammarly-for-Mac#141,How do I install Grammarly for Windows or Grammarly for Mac?,Grammarly for Windows and Mac,"Title: How do I install Grammarly for Windows or Grammarly for Mac?
Category: Grammarly for Windows and Mac

Grammarly for Windows and Mac
integrates with popular apps and websites. Before you downloa..."
https://support.grammarly.com/hc/en-us/articles/4408004008205-I-cannot-access-Grammarly-through-my-Samsung-Keyboard#142,I cannot access Grammarly through my Samsung Keyboard,Grammarly for Samsung Keyboard,"Title: I cannot access Grammarly through my Samsung Keyboard
Category: Grammarly for Samsung Keyboard

Note:
Grammarly for Samsung Keyboard is available only on select devices running One UI 4.0 and h..."
https://support.grammarly.com/hc/en-us/articles/7144088232717-I-see-a-notification-that-Grammarly-has-been-successfully-installed#143,I see a notification that Grammarly has been successfully installed,Grammarly for Windows and Mac,"Title: I see a notification that Grammarly has been successfully installed
Category: Grammarly for Windows and Mac

The notification indicates that you have already installed Grammarly for Windows and..."
https://support.grammarly.com/hc/en-us/articles/360044592712-Managing-your-settings-in-Grammarly-for-iPad#144,Managing your settings in Grammarly for iPad,Grammarly for iPad,"Title: Managing your settings in Grammarly for iPad
Category: Grammarly for iPad

The Grammarly app
on your iPad allows you to access both the Grammarly Editor and change your Grammarly Keyboard setti..."
https://support.grammarly.com/hc/en-us/articles/4409120877197-How-do-I-log-in-to-my-account-in-Grammarly-for-Safari-on-iOS#145,How do I log in to my account in Grammarly for Safari on iOS?,Grammarly for iPhone,"Title: How do I log in to my account in Grammarly for Safari on iOS?
Category: Grammarly for iPhone

At this time, the option to log in to your Grammarly account via Grammarly for Safari on iOS is not..."
https://support.grammarly.com/hc/en-us/articles/360045034751-How-to-install-Grammarly-for-iPad#146,How to install Grammarly for iPad,Grammarly for iPad,"Title: How to install Grammarly for iPad
Category: Grammarly for iPad

To begin the installation, click
this link
or open the App Store on your iPad and search for ""Grammarly."" Then, tap
Get
to instal..."
https://support.grammarly.com/hc/en-us/articles/32389426694029-AI-Chat-Support-and-FAQs#147,AI Chat Support and FAQs,Privacy and Security,"Title: AI Chat Support and FAQs
Category: Privacy and Security

What is AI Chat?
Grammarly’s AI Chat brings generative AI directly into your workflow - no matter where you’re working. It interacts in ..."
https://support.grammarly.com/hc/en-us/articles/115000271852-How-to-check-emails-with-Grammarly#148,How to check emails with Grammarly,Questions about Grammarly features,"Title: How to check emails with Grammarly
Category: Questions about Grammarly features

In addition to helping you make sure that your email is polished, Grammarly can also help you come up with ideas..."
https://support.grammarly.com/hc/en-us/articles/34517006125837-Can-I-use-my-keyboard-to-navigate-the-Grammarly-browser-extension#149,Can I use my keyboard to navigate the Grammarly browser extension?,Grammarly Browser Extension,"Title: Can I use my keyboard to navigate the Grammarly browser extension?
Category: Grammarly Browser Extension

Grammarly's browser extension supports keyboard navigation. To open the Grammarly assis..."
https://support.grammarly.com/hc/en-us/articles/4416837787149-I-received-an-email-that-appears-to-be-from-Grammarly-how-do-I-know-if-it-s-legitimate#150,I received an email that appears to be from Grammarly; how do I know if it’s legitimate?,Privacy and Security,"Title: I received an email that appears to be from Grammarly; how do I know if it’s legitimate?
Category: Privacy and Security

To make sure an email you received is from Grammarly, pay close attentio..."
https://support.grammarly.com/hc/en-us/articles/115000089891-I-forgot-my-Grammarly-account-login#151,I forgot my Grammarly account login,Sign-in Help,"Title: I forgot my Grammarly account login
Category: Sign-in Help

Note:
If you logged out of your Grammarly account, navigate to
grammarly.com/signin
. You should see a menu displaying the email addr..."
https://support.grammarly.com/hc/en-us/articles/115000089931-I-ve-requested-a-password-reset-but-I-haven-t-received-an-email-yet#152,"I've requested a password reset, but I haven't received an email yet",Sign-in Help,"Title: I've requested a password reset, but I haven't received an email yet
Category: Sign-in Help

If you sent yourself the email but never received it, follow these steps:
Check your spam and promot..."
https://support.grammarly.com/hc/en-us/articles/360041391992-Managing-your-keyboard-settings-in-Grammarly-for-iPhone#153,Managing your keyboard settings in Grammarly for iPhone,Grammarly for iPhone,"Title: Managing your keyboard settings in Grammarly for iPhone
Category: Grammarly for iPhone

Grammarly for iPhone offers several ways to customize your writing experience. If you use Grammarly as a ..."
https://support.grammarly.com/hc/en-us/articles/4403095501453-Organize-exported-team-overview-analytics-data#154,Organize exported team overview analytics data,Team Features,"Title: Organize exported team overview analytics data
Category: Team Features

Included in:
Grammarly Pro, Business, Enterprise, and Grammarly for Education plans
Managed by:
Admins, account managers,..."
https://support.grammarly.com/hc/en-us/articles/15509056440461-I-can-t-use-Grammarly-s-generative-AI-features#155,I can't use Grammarly's generative AI features,Generative AI assistance,"Title: I can't use Grammarly's generative AI features
Category: Generative AI assistance

We want you to be able to take advantage of all Grammarly has to offer, including our generative AI features, ..."
https://support.grammarly.com/hc/en-us/articles/25555503115277-Product-Improvement-and-Training-Control#156,Product Improvement and Training Control,Privacy and Security,"Title: Product Improvement and Training Control
Category: Privacy and Security

Grammarly’s Product Improvement and Training control allows users to decide whether their content can be used by Grammar..."
https://support.grammarly.com/hc/en-us/articles/115000090511-Grammarly-disappeared-from-Microsoft-Word-or-Outlook#157,Grammarly disappeared from Microsoft Word or Outlook,Grammarly for Microsoft Office,"Title: Grammarly disappeared from Microsoft Word or Outlook
Category: Grammarly for Microsoft Office

At this time, Grammarly for Microsoft Office may not initialize if:
You’re opening a password-prot..."
https://support.grammarly.com/hc/en-us/articles/34229560223885-Why-can-t-I-pass-the-CAPTCHA-verification#158,Why can’t I pass the CAPTCHA verification?,Sign-in Help,"Title: Why can’t I pass the CAPTCHA verification?
Category: Sign-in Help

When using Grammarly, you may occasionally encounter a CAPTCHA—short for Completely Automated Public Turing test to tell Compu..."
https://support.grammarly.com/hc/en-us/articles/16664924710797-Introducing-Knowledge-Share#159,Introducing Knowledge Share,Team Features,"Title: Introducing Knowledge Share
Category: Team Features

Included in:
Grammarly Pro, Business, and Enterprise plans
Managed by:
All members or specific roles selected by admin
Knowledge Share helps..."
https://support.grammarly.com/hc/en-us/articles/27953375285901-Grammarly-for-Android-disappeared#160,Grammarly for Android disappeared,Grammarly for Android,"Title: Grammarly for Android disappeared
Category: Grammarly for Android

If Grammarly for Android doesn’t work as you type, or it disappears from your device, you can try these troubleshooting instru..."
https://support.grammarly.com/hc/en-us/articles/4415389556365-I-can-t-sign-in-Your-account-has-been-deactivated#161,I can’t sign in: Your account has been deactivated,Resolve Issues,"Title: I can’t sign in: Your account has been deactivated
Category: Resolve Issues

This error message indicates that your account has been deactivated as a result of being removed from your organizat..."
https://support.grammarly.com/hc/en-us/articles/25045817701645-Set-up-multi-tenant-SSO-with-Microsoft-Entra-ID-Azure-AD#162,Set up multi-tenant SSO with Microsoft Entra ID (Azure AD),SAML Single Sign-On,"Title: Set up multi-tenant SSO with Microsoft Entra ID (Azure AD)
Category: SAML Single Sign-On

Requirements
- Microsoft Entra ID (Azure AD) account with access to the administrator console
-
Grammar..."
https://support.grammarly.com/hc/en-us/articles/360041105652-Grammarly-with-other-apps-Slack-Skype-Apple-Mail-Discord-etc#163,"Grammarly with other apps (Slack, Skype, Apple Mail, Discord, etc.)",Grammarly for Windows and Mac,"Title: Grammarly with other apps (Slack, Skype, Apple Mail, Discord, etc.)
Category: Grammarly for Windows and Mac

To access Grammarly in most native apps, please install
Grammarly for Windows
or
Gra..."
https://support.grammarly.com/hc/en-us/articles/360038975792-Can-Grammarly-check-the-formatting-style-of-my-document#164,Can Grammarly check the formatting style of my document?,Common Questions,"Title: Can Grammarly check the formatting style of my document?
Category: Common Questions

At this time, Grammarly does not make recommendations about the formatting of your text. This means that we ..."
https://support.grammarly.com/hc/en-us/articles/115000090831-Can-I-download-Grammarly-to-my-computer#165,Can I download Grammarly to my computer?,Common Questions,"Title: Can I download Grammarly to my computer?
Category: Common Questions

Yes! Grammarly offers several product offerings, which you can install onto your device.
To use Grammarly on your computer, ..."
https://support.grammarly.com/hc/en-us/articles/5806184637325-Error-Can-t-connect-to-Grammarly-or-Something-went-wrong#166,Error: Can't connect to Grammarly or Something went wrong,Grammarly for Windows and Mac,"Title: Error: Can't connect to Grammarly or Something went wrong
Category: Grammarly for Windows and Mac

Important:
Sometimes, this issue can be solved by simply restarting your computer. Make sure t..."
https://support.grammarly.com/hc/en-us/articles/27953501271949-Error-Whoops-Adjust-the-cursor-s-position-and-try-again#167,"Error: ""Whoops! Adjust the cursor's position and try again”",Grammarly for iPhone and iPad,"Title: Error: ""Whoops! Adjust the cursor's position and try again”
Category: Grammarly for iPhone and iPad

If you see the error message “Whoops! Adjust the cursor's position and try again,” it may be..."
https://support.grammarly.com/hc/en-us/articles/115000091391-Does-Grammarly-work-in-Pages#168,Does Grammarly work in Pages?,Grammarly for Windows and Mac,"Title: Does Grammarly work in Pages?
Category: Grammarly for Windows and Mac

You can use Grammarly in Pages by installing
Grammarly for Mac
on your computer if you have macOS 10.15 or newer. To find ..."
https://support.grammarly.com/hc/en-us/articles/360041827671-I-can-t-log-in-to-Grammarly-for-Microsoft-Office#169,I can't log in to Grammarly for Microsoft Office,Grammarly for Microsoft Office,"Title: I can't log in to Grammarly for Microsoft Office
Category: Grammarly for Microsoft Office

In order to log in to Grammarly for Microsoft Office, you will be redirected to your default browser. ..."
https://support.grammarly.com/hc/en-us/articles/115000091491-How-do-I-use-my-personal-dictionary#170,How do I use my personal dictionary?,Questions about Grammarly features,"Title: How do I use my personal dictionary?
Category: Questions about Grammarly features

With Grammarly’s personal dictionary feature, you can make sure that unique words in your lexicon won’t be fla..."
https://support.grammarly.com/hc/en-us/articles/25256977816717-About-true-up-billing#171,About true-up billing,Manage Subscription & Billing,"Title: About true-up billing
Category: Manage Subscription & Billing

Included in:
Grammarly Pro and Business plans
Managed by:
Admins
True-up billing allows you to invite more team members to your Gr..."
https://support.grammarly.com/hc/en-us/articles/10330583822477-Set-up-SSO-with-ClassLink#172,Set up SSO with ClassLink,SAML Single Sign-On,"Title: Set up SSO with ClassLink
Category: SAML Single Sign-On

Requirements
- Access to the
ClassLink Management Console
with the permission to manage SAML applications
-
Grammarly Business
, Grammar..."
https://support.grammarly.com/hc/en-us/articles/31296804338061-Introducing-billing-groups#173,Introducing billing groups,Manage Subscription & Billing,"Title: Introducing billing groups
Category: Manage Subscription & Billing

Included in:
Grammarly Enterprise plans
Managed by:
Admins
The billing groups feature allows you to assign members of your Gr..."
https://support.grammarly.com/hc/en-us/articles/360040793112-Manage-the-admin-s-seat#174,Manage the admin’s seat,Manage Members & Permissions,"Title: Manage the admin’s seat
Category: Manage Members & Permissions

Admins are considered active subscription members and occupy seats.
As a workaround, you can transfer the admin role to another t..."
https://support.grammarly.com/hc/en-us/articles/27455819234317-Enable-confidential-mode#175,Enable confidential mode,Configure Access & Security,"Title: Enable confidential mode
Category: Configure Access & Security

Included in:
Grammarly Enterprise plans
Managed by:
Admins
Grammarly is committed to
strong data privacy principles
for all users..."
https://support.grammarly.com/hc/en-us/articles/5009674207245-How-to-turn-off-Grammarly-for-Samsung-Keyboard#176,How to turn off Grammarly for Samsung Keyboard?,Grammarly for Samsung Keyboard,"Title: How to turn off Grammarly for Samsung Keyboard?
Category: Grammarly for Samsung Keyboard

If you’d like Grammarly to stop checking your text and providing writing suggestions via the Samsung Ke..."
https://support.grammarly.com/hc/en-us/articles/115000090571-Grammarly-for-Microsoft-Office-doesn-t-show-suggestions#177,Grammarly for Microsoft Office doesn't show suggestions,Grammarly for Microsoft Office,"Title: Grammarly for Microsoft Office doesn't show suggestions
Category: Grammarly for Microsoft Office

Note:
If the Grammarly sidebar doesn’t appear in Microsoft Word when you click
Open Grammarly
,..."
https://support.grammarly.com/hc/en-us/articles/37173465011213-I-need-a-quote-to-purchase-a-subscription#178,I need a quote to purchase a subscription,How to Upgrade,"Title: I need a quote to purchase a subscription
Category: How to Upgrade

Quotes are currently unavailable for Grammarly Pro subscriptions for individuals or teams. You can learn more about Grammarly..."
https://support.grammarly.com/hc/en-us/articles/360059662992-Manage-team-member-roles#179,Manage team member roles,Manage Members & Permissions,"Title: Manage team member roles
Category: Manage Members & Permissions

Included in:
Grammarly Pro, Business, Enterprise, and Grammarly for Education plans
Managed by:
Admins, account managers, group ..."
https://support.grammarly.com/hc/en-us/articles/360045353252-I-can-t-access-the-paid-features-after-paying-via-the-App-Store-or-Google-Play-Store#180,I can't access the paid features after paying via the App Store or Google Play Store,Sign-in Help,"Title: I can't access the paid features after paying via the App Store or Google Play Store
Category: Sign-in Help

If you can access the paid features on one device, but don’t see the Premium or Pro ..."
https://support.grammarly.com/hc/en-us/articles/4403054674829-Configure-SCIM-provisioning#181,Configure SCIM provisioning,SAML Single Sign-On,"Title: Configure SCIM provisioning
Category: SAML Single Sign-On

Included in:
Grammarly Enterprise plans
Managed by:
Admins
You can configure System for Cross-domain Identity Management (SCIM) for yo..."
https://support.grammarly.com/hc/en-us/articles/115000090272-How-do-I-clear-cache-and-cookies#182,How do I clear cache and cookies?,Grammarly Editor,"Title: How do I clear cache and cookies?
Category: Grammarly Editor

Chrome
Safari
Firefox
Microsoft Edge
To delete cookies for one website:
Open Chrome.
Copy-paste the following text into your browse..."
https://support.grammarly.com/hc/en-us/articles/115000730091-Why-Grammarly-needs-full-access-on-iOS#183,Why Grammarly needs full access on iOS,Privacy and Security,"Title: Why Grammarly needs full access on iOS
Category: Privacy and Security

The Grammarly Keyboard needs full access in order to connect to the internet. The keyboard needs an internet connection be..."
https://support.grammarly.com/hc/en-us/articles/4412816078349-Grammarly-for-Windows-and-Grammarly-for-Mac-user-guide#184,Grammarly for Windows and Grammarly for Mac user guide,Grammarly for Windows and Mac,"Title: Grammarly for Windows and Grammarly for Mac user guide
Category: Grammarly for Windows and Mac

With the help of Grammarly for Windows or Grammarly for Mac, you can access our writing suggestio..."
https://support.grammarly.com/hc/en-us/articles/115000090071-Why-was-I-charged-again#185,Why was I charged again?,Manage Payments,"Title: Why was I charged again?
Category: Manage Payments

Grammarly is currently set to recurring payment cycles. Your subscription will automatically renew at the standard pricing and cadence unless..."
https://support.grammarly.com/hc/en-us/articles/15606282682637-Grammarly-for-Android-user-guide#186,Grammarly for Android user guide,Grammarly for Android,"Title: Grammarly for Android user guide
Category: Grammarly for Android

Whether you prefer to use your system keyboard or a third-party keyboard of your choice, Grammarly for Android ensures that you..."
https://support.grammarly.com/hc/en-us/articles/115000090772-Report-grammar-checking-error#187,Report grammar checking error,Ideas & Feedback,"Title: Report grammar checking error
Category: Ideas & Feedback

Grammarly’s suggestion is wrong
If Grammarly erroneously highlighted something in your text as a mistake, please
submit a support ticke..."
https://support.grammarly.com/hc/en-us/articles/17776038294285-Error-message-You-re-out-of-prompts#188,"Error message: ""You're out of prompts""",Generative AI assistance,"Title: Error message: ""You're out of prompts""
Category: Generative AI assistance

This error message will appear when you have used up all available generative AI prompts.
Note:
At this time, Grammarl..."
https://support.grammarly.com/hc/en-us/articles/360040792892-Change-organization-name#189,Change organization name,Manage Subscription & Billing,"Title: Change organization name
Category: Manage Subscription & Billing

Included in:
Grammarly Pro, Business, Enterprise, and Grammarly for Education plans
Managed by:
Admins
To change your organizat..."
https://support.grammarly.com/hc/en-us/articles/10674801783309-How-do-Grammarly-s-tone-suggestions-work#190,How do Grammarly’s tone suggestions work?,Questions about Grammarly features,"Title: How do Grammarly’s tone suggestions work?
Category: Questions about Grammarly features

With the beta version of Grammarly’s tone suggestions, users of our paid subscription plans can accept to..."
https://support.grammarly.com/hc/en-us/articles/27953468911629-Error-Grammarly-is-temporarily-unavailable-on-Android#191,"Error: ""Grammarly is temporarily unavailable!"" on Android",Grammarly for Android,"Title: Error: ""Grammarly is temporarily unavailable!"" on Android
Category: Grammarly for Android

If you see the error message ""Grammarly is temporarily unavailable"" while using Grammarly for Android,..."
https://support.grammarly.com/hc/en-us/articles/115000089952-I-d-like-to-edit-my-name#192,I'd like to edit my name,Update Your Account,"Title: I'd like to edit my name
Category: Update Your Account

You can edit your name in your account settings:
Sign in at
www.grammarly.com
and navigate to the
Profile
tab in your account.
Click
Upda..."
https://support.grammarly.com/hc/en-us/articles/360053595331-How-do-I-open-my-browser-in-incognito-mode#193,How do I open my browser in incognito mode?,Grammarly Editor,"Title: How do I open my browser in incognito mode?
Category: Grammarly Editor

To open the browser’s incognito or “private browsing” mode, please follow the instructions below:
Chrome
Safari
Firefox
M..."
https://support.grammarly.com/hc/en-us/articles/115000090392-I-do-not-see-the-G-icon-on-a-certain-web-page-or-in-a-certain-text-field-but-see-it-on-other-web-pages#194,I do not see the G icon on a certain web page or in a certain text field but see it on other web pages,Grammarly Browser Extension,"Title: I do not see the G icon on a certain web page or in a certain text field but see it on other web pages
Category: Grammarly Browser Extension

There are a few reasons the Grammarly browser exten..."
https://support.grammarly.com/hc/en-us/articles/10673656034829-The-macOS-spell-checker-was-turned-off-How-do-I-turn-it-back-on#195,The macOS spell-checker was turned off. How do I turn it back on?,Grammarly for Windows and Mac,"Title: The macOS spell-checker was turned off. How do I turn it back on?
Category: Grammarly for Windows and Mac

When you install Grammarly for Mac, the macOS spell-checker will be deactivated. This ..."
https://support.grammarly.com/hc/en-us/articles/115000090792-What-is-Grammarly#196,What is Grammarly?,Common Questions,"Title: What is Grammarly?
Category: Common Questions

Grammarly is the AI assistant for communication and productivity trusted by over 40 million people and 50,000 organizations.
Grammarly is designed..."
https://support.grammarly.com/hc/en-us/articles/115000271412-Contact-Grammarly-Support#197,Contact Grammarly Support,Common Questions,"Title: Contact Grammarly Support
Category: Common Questions

Grammarly’s Customer Support team is here to help with any questions or concerns you might have. Our
Help Center
is a great resource to che..."
https://support.grammarly.com/hc/en-us/articles/4415366821645-I-can-t-provision-a-user-SAML-authentication-unsuccessful-because-the-user-account-hasn-t-been-provisioned#198,I can’t provision a user: SAML authentication unsuccessful because the user account hasn’t been provisioned,Resolve Issues,"Title: I can’t provision a user: SAML authentication unsuccessful because the user account hasn’t been provisioned
Category: Resolve Issues

If SAML single sign-on is activated but you can’t provision..."
https://support.grammarly.com/hc/en-us/articles/34666141058573-Can-I-use-screen-readers-with-the-Grammarly-browser-extension#199,Can I use screen readers with the Grammarly browser extension?,Grammarly Browser Extension,"Title: Can I use screen readers with the Grammarly browser extension?
Category: Grammarly Browser Extension

The Grammarly browser extension is designed to be compatible with the following assistive t..."
https://support.grammarly.com/hc/en-us/articles/360059177752-Error-A-small-error-has-occurred-causing-an-interruption-of-service#200,"Error: A small error has occurred, causing an interruption of service",Grammarly Editor,"Title: Error: A small error has occurred, causing an interruption of service
Category: Grammarly Editor

When creating or checking a document, you might see the “A small error has occurred, causing an..."
https://support.grammarly.com/hc/en-us/articles/36867353710349-How-to-transfer-Grammarly-Pro-plan-ownership#201,How to transfer Grammarly Pro plan ownership,Grammarly Pro,"Title: How to transfer Grammarly Pro plan ownership
Category: Grammarly Pro

Included in:
Grammarly Pro plans
Available to:
Account owners
You can transfer account ownership to another member by follo..."
https://support.grammarly.com/hc/en-us/articles/115000090872-Will-my-text-show-up-as-plagiarized-if-I-use-Grammarly#202,Will my text show up as plagiarized if I use Grammarly?,Common Questions,"Title: Will my text show up as plagiarized if I use Grammarly?
Category: Common Questions

No. Text typed on Grammarly is not indexed on the web, so your text will not show up as plagiarized...."
https://support.grammarly.com/hc/en-us/articles/360061408151-Analyze-my-team-s-writing-performance#203,Analyze my team’s writing performance,Team Features,"Title: Analyze my team’s writing performance
Category: Team Features

Included in:
Grammarly Pro, Business, Enterprise, and Grammarly for Education plans
Available to:
All member roles
Grammarly’s
ana..."
https://support.grammarly.com/hc/en-us/articles/115000091472-What-is-document-domain-and-how-do-I-change-it#204,"What is document domain, and how do I change it?",Grammarly Editor (classic),"Title: What is document domain, and how do I change it?
Category: Grammarly Editor (classic)

Note:
Document domains are available with Grammarly Pro, Grammarly Premium, Grammarly Business, and Gramma..."
https://support.grammarly.com/hc/en-us/articles/360045784631-How-to-deactivate-certain-suggestions-in-the-Grammarly-Editor#205,How to deactivate certain suggestions in the Grammarly Editor,Grammarly Editor (classic),"Title: How to deactivate certain suggestions in the Grammarly Editor
Category: Grammarly Editor (classic)

Note:
This feature is available only with Grammarly Pro, Grammarly Premium, Grammarly for Bus..."
https://support.grammarly.com/hc/en-us/articles/29548735595405-About-Grammarly-Authorship#206,About Grammarly Authorship,Generative AI assistance,"Title: About Grammarly Authorship
Category: Generative AI assistance

What is Grammarly Authorship?
Grammarly Authorship enables users to demonstrate their sources of text in a Google Doc or Microsoft..."
https://support.grammarly.com/hc/en-us/articles/360047953292-Grammarly-s-suggestions-or-buttons-are-unresponsive#207,Grammarly's suggestions or buttons are unresponsive,Grammarly for Microsoft Office,"Title: Grammarly's suggestions or buttons are unresponsive
Category: Grammarly for Microsoft Office

If you use Grammarly for Microsoft Office on a computer with multiple monitors, you may experience ..."
https://support.grammarly.com/hc/en-us/articles/4415367687181-Error-Unable-to-authenticate-this-SAML-response-because-it-has-already-been-processed#208,Error: Unable to authenticate this SAML response because it has already been processed,Resolve Issues,"Title: Error: Unable to authenticate this SAML response because it has already been processed
Category: Resolve Issues

This error message indicates that the current SSO request uses a SAML assertion ..."
https://support.grammarly.com/hc/en-us/articles/115000091572-Turn-off-Grammarly-s-browser-extension-in-a-text-field#209,Turn off Grammarly's browser extension in a text field,Grammarly Browser Extension,"Title: Turn off Grammarly's browser extension in a text field
Category: Grammarly Browser Extension

If you want to turn off Grammarly in a particular text field, hover over the Grammarly button in th..."
