"episode_id_uint","id_uint","function_name","variant_name","function_type"
2122007365414310558870787372213986574,2122007365414310558870787254065467939,"classify_intent","gpt_4o_mini_dicl","json"
2122007454043095610907740929107874026,2122007454043095610907740816931334246,"classify_intent","gpt_4o_mini_dicl","json"
2122007536599431183007667616883332805,2122007536599431183007667501929423189,"classify_intent","gpt_4o_mini_dicl","json"
2122007609701993392616479614088992648,2122007609701993392616479544790057749,"classify_intent","gpt_4o_mini_dicl","json"
2122007700002689503971168799542347519,2122007700002689503971168697162820290,"classify_intent","gpt_4o_mini_dicl","json"
2122007700002689503971168799542347519,2122007701830600983951686493398146558,"generate_response","gpt_4o_mini_dicl","json"
2122007787160176084922073853912569029,2122007787160176084922073812901890633,"classify_intent","gpt_4o_mini_dicl","json"
2122007787160176084922073853912569029,2122007790048346240920411108214948468,"generate_response","gpt_4o_mini_dicl","json"
2122007871104395721890318912510322274,2122007871104395721890318810427072333,"classify_intent","gpt_4o_mini_dicl","json"
2122007871104395721890318912510322274,2122007875088968316222367566177875148,"generate_response","gpt_4o_mini_dicl","json"
2122007937185467260977294134760069405,2122007937185467260977294117057428330,"classify_intent","gpt_4o_mini_dicl","json"
2122007937185467260977294134760069405,2122007940568083280804276862035494952,"generate_response","gpt_4o_mini_dicl","json"
2122008610824354981552718114014742723,2122008610824354981552718060075011639,"classify_intent","gpt_4o","json"
2122008610824354981552718114014742723,2122008612414088949807568529876350164,"generate_response","gpt_4o_mini_dicl","json"
2122008852295178159891627196305742883,2122008852295178159891627104760216155,"classify_intent","gpt_4o","json"
2122008852295178159891627196305742883,2122008854191970061231590091590115326,"generate_response","gpt_4o_mini_dicl","json"
2122009137722532902838587354416138701,2122009137722532902838587238995610669,"classify_intent","gpt_4o","json"
2122009137722532902838587354416138701,2122009140313283660179632590186769586,"generate_response","gpt_4o_mini_dicl","json"
2122009313651514732288626053726706764,2122009313651514732288626006362388307,"classify_intent","gpt_4o","json"
2122009313651514732288626053726706764,2122009315342782141767143295789638803,"generate_response","gpt_4o","json"
2122009820775307148393911608933170465,2122009820775307148393911573872208471,"classify_intent","gpt_4o","json"
2122009820775307148393911608933170465,2122009822400106644276924713458255640,"generate_response","gpt_4o","json"
2122010341466903836077231726533089445,2122010341466903836077231673790649337,"classify_intent","gpt_4o","json"
2122010341466903836077231726533089445,2122010344167695433323244238905459070,"generate_response","gpt_4o","json"
2122010609189561143967945208974770414,2122010609189561143967945091884853198,"classify_intent","gpt_4o","json"
2122010609189561143967945208974770414,2122010611386239845520856119917839142,"generate_response","gpt_4o_mini_dicl","json"
2122010978563595586020404535294861085,2122010978563595586020404447467313137,"classify_intent","gpt_4o","json"
2122010978563595586020404535294861085,2122010980451886619477086343000421859,"generate_response","gpt_4o","json"
2122011046108651700182326624870561781,2122011046108651700182326565203940002,"classify_intent","gpt_4o","json"
2122011046108651700182326624870561781,2122011048435888227444902667809701131,"generate_response","gpt_4o","json"
2122011213761273960655853500838713316,2122011213761273960655853437956858719,"classify_intent","gpt_4o","json"
2122011213761273960655853500838713316,2122011215528764849569711774781269103,"generate_response","gpt_4o_mini","json"
2122011290949972476923845254029284318,2122011290949972476923845205198380328,"classify_intent","gpt_4o","json"
2122011290949972476923845254029284318,2122011292372942783698916372559679631,"generate_response","gpt_4o_mini","json"
2122011510596092271647509897412240324,2122011510596092271647509819718167328,"classify_intent","gpt_4o","json"
2122011510596092271647509897412240324,2122011514202370584113832288026675785,"generate_response","gpt_4o_mini_dicl","json"
2122011561981490432370242290689840323,2122011561981490432370242210472658034,"classify_intent","gpt_4o","json"
2122011561981490432370242290689840323,2122011563722355142891523339055854368,"generate_response","gpt_4o_mini_dicl","json"
2122011700583665424285142190648502036,2122011700583665424285142160435592342,"classify_intent","gpt_4o","json"
2122011700583665424285142190648502036,2122011702472002538889767766266159747,"generate_response","gpt_4o_mini_dicl","json"
2122012175875254519234681734515256712,2122012175875254519234681649825856557,"classify_intent","gpt_4o","json"
2122012175875254519234681734515256712,2122012178637624929279858098807256184,"generate_response","gpt_4o_mini_dicl","json"
2122012411602459563382805468154146701,2122012411602459563382805381410726838,"classify_intent","gpt_4o","json"
2122012411602459563382805468154146701,2122012413058027206045890569310710425,"generate_response","gpt_4o_mini_dicl","json"
2122012469546292690495376762984538997,2122012469546292690495376658103755142,"classify_intent","gpt_4o","json"
2122012469546292690495376762984538997,2122012471340359524388283085311679439,"generate_response","gpt_4o_mini_dicl","json"
2122013606027205982680949717970012690,2122013606027205982680949674252877212,"classify_intent","gpt_4o","json"
2122015193702274731452401477560606297,2122015193702274731452401346570854549,"classify_intent","gpt_4o","json"
2122015193702274731452401477560606297,2122015195408078178835004230036672514,"generate_response","gpt_4o","json"
2122015388767298792768571905963550836,2122015388767298792768571830611430298,"classify_intent","gpt_4o","json"
2122015388767298792768571905963550836,2122015389991888979075150195997013070,"generate_response","gpt_4o_mini_dicl","json"
